one,two,three,four,key
0.252118,1.479383,-1.302715,1.437451,H
-1.944354,-1.075192,1.506535,-1.116566,A
0.844864,-0.313163,-0.018424,-1.184180,J
-0.616392,1.810594,-0.208768,-0.551351,U
-0.127083,-0.473127,0.530455,-0.914649,K
1.291138,0.995942,-0.326576,-0.078473,O
0.243073,-1.037569,-0.730127,-0.204126,W
0.725521,-1.076256,-1.098338,-1.446285,X
1.031828,2.052813,0.703090,0.256426,R
-0.428207,-1.113551,0.639558,-0.036264,M
-1.277373,-0.360701,-0.482557,-0.775370,W
0.682701,-1.591118,0.273664,0.697379,A
0.105051,0.574079,0.894593,1.828081,N
-1.122741,-0.557956,-0.964834,-1.654066,W
0.051695,-0.893462,-1.295960,-0.027608,G
-0.138638,1.395435,-0.495512,-0.227980,G
0.527188,2.508629,-0.785426,0.559898,F
-1.422795,0.030514,1.875759,1.089602,H
-0.473510,0.906176,0.983597,0.055226,H
1.232392,0.698211,-1.552045,0.748921,K
0.093047,-0.965205,0.991277,0.278588,W
2.290156,0.635653,-0.775628,1.654911,B
-0.592378,1.170710,0.966566,0.973893,N
-1.089799,-1.304070,0.602174,0.031804,A
-0.098887,0.342325,-0.434465,-0.429777,C
0.859332,0.881136,-1.660139,0.065957,S
-1.383645,0.129293,0.159637,1.025324,K
-0.577367,-0.334053,2.095869,-1.119173,K
-0.008899,0.632946,-1.555487,-0.109131,X
-0.699895,-1.698894,-0.477256,0.995484,E
-0.119428,-0.859790,-0.612012,-1.134464,Q
-0.418177,0.435508,0.684112,0.039662,W
0.575748,1.351875,0.059245,1.508208,U
-0.804629,-1.453159,0.120458,0.163152,C
-0.127829,-1.575899,-1.009084,-1.616000,L
0.039402,-1.530178,0.688953,-0.471291,S
-0.738235,0.172680,0.089344,-0.323453,O
1.375328,-0.088487,0.045395,0.324469,X
-0.110653,0.118935,-0.548846,0.648648,F
-1.553253,-0.454249,0.374100,-0.486486,U
-0.637493,-0.822016,0.724296,0.433459,G
0.923222,0.866047,-0.947216,2.152678,X
-1.444397,0.400270,0.454543,0.581977,Y
-0.603834,0.332401,-2.235075,1.069198,O
0.725986,0.658897,0.156300,-0.401058,A
1.572091,-1.246281,0.047768,-0.517869,V
-1.378262,-0.520846,0.390816,0.160925,K
-0.245967,-0.404341,-0.453777,0.083280,J
-0.052331,0.056411,-1.737483,-0.059205,R
1.335251,1.008129,1.389824,0.123409,V
0.508154,0.180307,0.448172,-1.389452,D
-1.431041,-1.825162,0.228871,-0.937856,T
-0.077698,-0.516732,0.067764,-2.237953,R
-1.249847,0.973352,-0.746669,0.885262,W
-0.591361,0.599015,-0.679883,-0.120649,A
-0.269455,1.309707,-0.113354,-0.099466,U
0.379974,1.454220,-0.461598,-0.022162,T
1.412290,-1.509399,0.718338,0.972819,T
-0.651465,0.918368,-0.876657,-0.453908,G
-0.803618,0.787538,0.282231,-0.607338,W
0.741576,0.692347,-0.240335,1.890149,I
-1.441158,0.549480,-0.698992,0.955335,S
0.854193,-0.094217,0.131133,1.633003,M
0.078433,0.437616,-0.319493,-0.033994,Q
0.005579,1.474623,1.288484,-0.104056,J
2.604832,-0.120890,1.027619,0.653706,F
-0.841583,1.365148,-0.862581,0.561514,Z
0.779975,0.569319,-0.385010,1.125440,A
-0.597146,-0.808486,-0.758003,0.425111,K
-1.539796,1.102261,-0.038458,0.641311,J
-0.426257,0.178653,-0.434172,0.673626,A
-0.938454,-0.322047,-0.733613,-1.081730,N
0.470473,2.456815,0.533829,-0.681929,R
0.422836,-0.308203,0.941234,0.538796,O
-0.123371,0.421055,-1.098286,-0.153396,Y
0.333142,0.422530,0.847879,0.286388,E
-0.428348,0.112447,0.207081,0.561853,T
-0.597321,0.539550,-0.951738,1.390412,O
1.072174,-0.620817,0.088245,0.413943,V
0.726205,-1.174274,1.124471,2.078794,I
-1.129007,-0.311086,-1.038650,2.069699,H
-1.393433,-2.486745,1.047987,0.369257,U
1.357088,2.359748,-0.663327,1.441864,H
1.358741,0.689720,-1.331151,1.326593,F
-0.842659,-0.263541,1.520046,-0.540412,M
0.446873,-0.508952,-2.068920,-1.322656,C
0.679320,-0.674141,0.682977,1.320578,H
0.830498,-0.774875,0.582336,-0.074061,V
1.358050,1.149121,0.017644,0.571511,X
-0.640128,-0.163689,0.006671,0.404988,R
-0.890100,1.489616,0.146795,-1.051473,M
0.986544,1.313228,-0.549495,-0.175361,Q
-0.569284,-1.053382,0.586382,-1.255947,V
-0.274449,0.013069,0.473678,0.925989,X
-1.033176,-1.187602,0.786648,0.282928,P
0.204665,0.519667,0.650643,0.634559,G
1.034184,1.313799,-0.270014,-0.034142,H
-0.424505,-0.139817,-0.043188,-0.768386,G
0.212715,-0.875785,-0.573766,-1.776442,U
0.429976,0.581099,0.387435,-0.467228,A
-0.500529,-0.661858,-0.172659,1.320188,V
-2.020300,-0.891316,-0.514334,0.048062,R
-0.118063,-0.502162,0.836672,-1.499540,Y
-0.130243,0.428337,0.758946,-0.133595,X
2.051449,0.093579,-0.472629,0.534260,K
-0.148400,-1.088614,0.211319,-1.286141,V
-0.265869,0.153929,-1.777974,0.239891,H
-0.532985,0.579346,-0.589072,-0.253705,J
0.142033,-0.489155,-0.232808,1.388423,E
0.724669,-0.672184,-2.531225,0.872784,J
1.006396,-1.695939,0.667309,-0.772810,Q
-0.526384,-2.452744,-1.054715,0.695725,N
0.031845,-0.637256,1.575980,-1.387029,C
-0.955551,-0.117194,-0.265782,0.150083,F
0.777430,0.419638,-0.054982,0.989906,M
0.136979,-2.038002,-0.402722,-1.893569,D
0.586737,-0.355815,-0.649492,-0.365320,H
-0.781041,-0.528593,1.815595,-0.221503,X
1.260292,0.159125,-0.921246,0.095310,Z
-1.114723,-0.273717,-0.046138,0.738049,A
-0.178963,0.486923,1.217327,1.234417,S
1.374342,0.257171,-0.883043,-0.318694,K
-0.800405,0.175076,-0.210062,0.437290,Z
-0.985827,0.286202,-0.465629,-1.328878,V
1.286067,-0.208012,0.434457,1.015605,U
-0.469880,0.124391,-1.981572,-0.971283,Y
-0.456751,-0.971160,1.020530,-0.967249,B
1.399289,-1.662576,-2.261192,0.662548,C
0.573448,-1.409806,-0.409635,1.152296,H
-0.047077,-1.737806,0.770713,-0.061533,I
-0.181641,-2.292528,-1.077380,-0.329120,W
0.604353,0.068858,-1.322217,1.134443,E
-3.189730,-0.569594,1.227972,0.011882,S
-0.569858,-1.865997,-0.929845,0.079619,K
0.262977,-0.093339,2.224353,0.041915,H
0.598046,-1.200450,0.759432,-0.209268,S
-0.467222,-0.262998,0.632732,-0.096805,E
2.048930,0.761411,-1.129680,-0.907700,X
-0.447378,0.236439,0.642575,-0.486827,D
0.025900,0.560880,-1.283712,1.303638,J
0.897791,-0.405209,-0.515817,0.556017,B
-1.739803,0.323480,0.474513,1.819569,Z
1.804369,-1.976791,0.567370,1.055872,B
1.123091,-0.317519,0.873105,0.923721,D
-1.793071,2.193951,0.124324,-0.074985,X
0.991953,0.825528,0.343045,0.099767,K
-2.830613,-0.047458,0.321899,1.562137,J
-0.425613,-2.735002,0.746326,-0.185626,K
1.311042,-0.659909,-0.671056,-0.532902,X
-0.203837,0.817857,0.698614,1.197919,R
0.375905,1.035947,1.176416,0.214758,B
-0.845271,-1.124335,0.424979,0.807193,K
-0.740016,-0.091267,-0.091612,-0.190604,G
0.640166,0.155536,0.023093,0.116223,T
0.255584,0.755042,-0.184667,-0.301409,T
-2.753627,-0.294313,-0.627348,0.083218,U
1.296447,-0.990758,-1.101122,0.352853,R
1.615650,-1.584776,0.813233,-1.324418,B
-0.236973,0.515820,-0.653798,0.029160,E
-1.021025,1.037839,-1.594188,-0.568776,X
-0.086181,-0.384796,-0.048570,-0.664336,V
-0.016083,-0.011893,-0.242651,-0.359728,R
0.556649,2.096115,1.216904,-0.736707,I
-0.355699,-0.032695,-2.057360,0.987054,S
0.041439,0.295157,0.774497,0.974579,U
-0.493813,-1.633087,-1.322110,-0.141859,J
-2.051613,-0.771679,-1.519831,0.176867,M
1.881808,0.592814,1.029918,0.290958,J
-0.878214,2.209164,1.646284,0.589767,L
-0.282778,-0.048881,1.428950,-0.143792,V
-1.197049,0.895476,-2.148722,-1.109294,L
0.357463,0.310786,0.373679,0.502133,T
0.014517,-0.205993,0.155751,0.304138,P
-0.096359,-1.013975,1.553655,-0.718614,C
1.183912,0.313759,-0.488023,-1.397874,D
1.005172,-0.502931,-0.478269,0.017484,V
-1.311832,-0.379919,-0.820773,-0.060598,B
-0.183634,1.590558,1.245617,-0.871484,Z
-2.271448,-0.265050,2.723205,-0.748469,N
-0.678461,1.007266,-0.168514,-0.565420,H
-2.074290,0.849263,-0.357063,2.752656,O
0.069241,0.335074,-1.086553,1.625210,M
0.352528,-0.263196,0.846696,0.722885,C
0.439727,-0.373788,1.737547,0.324952,U
-0.810275,-0.270902,1.062552,1.197896,C
1.297367,0.692235,-0.453081,-0.513295,P
-0.385381,-2.298732,0.342494,0.958585,D
1.785965,-1.923031,-0.393897,0.530317,X
-0.686430,-0.036772,1.326783,0.071772,M
0.868755,1.301589,1.062134,-1.390675,X
0.029323,-0.966796,-0.053198,0.001415,H
0.102774,-1.143444,0.118015,-1.477595,R
-0.446762,0.004739,1.569949,0.748567,P
1.061403,0.208983,0.615589,1.671381,P
0.570778,-0.259967,-0.526783,-1.579752,P
1.640415,-0.815355,-0.630170,1.991569,Z
0.146679,2.033420,-1.333557,-0.179646,W
-0.527284,0.399457,1.237340,-0.403953,J
0.894724,-1.709756,0.136846,0.298585,Y
0.084582,-0.504404,0.527606,-0.545902,X
0.438218,-1.429362,1.119817,0.724047,A
1.027815,-1.030985,0.662581,1.764411,V
-0.442499,-1.402739,1.117619,-0.198743,I
0.739624,-0.254711,-0.361049,0.838416,Z
1.049814,-1.109356,-0.244860,0.029944,U
0.220637,-0.651855,-0.232020,0.206036,O
0.809345,-0.393892,-0.634709,-0.511597,C
-0.775710,0.985332,-0.312616,0.882631,R
2.229617,1.271011,0.358076,-1.973067,B
-0.873626,1.087937,2.215655,0.942968,N
-1.053810,1.332423,1.407943,0.684481,D
-0.224921,0.947550,-1.412732,1.502614,J
-1.329973,-0.296730,-1.160360,1.040219,S
-1.110592,0.652499,0.294817,-0.288514,Y
-1.011264,-0.771256,0.573238,-0.827407,P
-0.176280,0.464274,0.348081,-1.350279,J
0.073263,-1.452035,0.553700,0.059081,B
-1.112798,-0.366631,-1.010663,1.753837,O
-0.406541,-1.095544,0.410190,-0.863606,P
2.371468,1.211047,0.994223,-0.034935,P
0.786332,1.607948,0.752214,1.985026,E
-0.343221,-0.265576,-0.071612,1.773038,Q
1.816315,-0.304726,0.069868,-1.804213,Y
0.027782,2.284366,-2.005724,0.553633,Y
0.319746,1.856070,0.551498,1.645890,S
-0.800924,1.895282,-0.509362,0.132531,U
-0.414420,-1.953821,1.842743,-0.660224,W
-0.320718,-1.479953,0.586593,-0.898164,E
-0.612328,0.917097,-0.928843,1.529335,K
0.047006,-0.034637,-1.368199,-1.057886,B
-0.780494,1.769574,-0.349168,1.401838,X
0.279342,0.188416,0.715929,-1.814720,G
0.594833,-0.583989,0.054992,-0.084422,A
-0.339130,0.339421,0.793328,-0.285638,A
0.489714,-0.058078,-0.236605,-0.682824,W
-0.459490,1.477008,-0.725848,0.703793,R
0.395521,2.445130,0.094406,-0.330922,V
1.085385,0.478871,-1.885087,-0.836485,E
-1.094678,-0.505515,-0.907585,-0.173028,Y
0.834183,-0.985436,-0.023560,0.708912,E
-0.112315,1.283036,-0.289064,-2.427409,V
-0.019102,1.928303,0.909806,-0.165513,Y
-0.844843,0.448864,-1.007116,0.274711,N
-0.891013,0.486400,0.958962,0.291574,Q
-0.336173,-0.874793,1.540957,0.696069,I
2.139925,-0.050214,-0.899399,1.480950,A
-1.751777,-0.831049,0.188219,1.131161,W
0.839721,-0.088779,1.882122,1.766765,T
-0.476955,-0.339075,1.050771,0.205457,N
-0.278379,-0.534154,-1.162786,-2.780004,V
-0.801168,-0.495418,1.083108,1.453616,C
1.643438,0.208302,-0.956765,0.059617,Z
0.239245,0.677932,-0.236950,-0.382447,P
2.365795,-0.194218,0.554526,-0.844465,G
1.301391,0.682284,0.149539,1.494468,T
-0.133973,0.193232,-0.622169,-0.809895,B
-0.987200,0.628618,-0.277490,0.368056,V
0.489787,-1.804265,0.626720,1.845083,C
-0.586160,-0.679078,-0.467755,0.923790,D
1.053337,-1.158549,-0.260056,-2.763715,W
1.845196,0.458800,1.725398,1.557501,L
1.326616,0.038756,-1.281464,-1.577342,Z
0.040579,-1.372004,0.939697,-1.646609,S
-0.010875,-0.584104,-0.458812,0.211796,D
0.136520,-2.198182,0.388061,0.264826,N
0.944276,-0.977033,0.796846,0.057021,J
-1.200455,1.635081,-0.098614,0.400900,O
0.025329,0.409491,-1.027302,1.321636,M
0.469192,-1.332109,1.756492,-0.026073,E
-0.135316,-0.916182,-0.246527,-0.119460,O
-0.543719,0.997406,0.047690,1.698790,O
0.537314,-0.427627,-2.462262,0.788992,E
0.018709,-0.634605,-0.581209,0.813281,I
0.063490,0.580133,0.102264,1.109651,B
1.202846,-0.737932,-1.159505,-0.789767,S
-1.848567,-0.209886,-0.902971,-2.002013,T
3.834049,-0.936603,-1.319199,-0.379402,T
2.009051,-0.556202,0.635928,-0.126773,Z
1.358095,-0.840408,-0.544395,1.919269,A
0.689355,-0.126882,1.338617,-0.355653,X
0.554621,1.469021,-0.219939,-0.319362,Q
1.754415,1.757088,0.171557,-0.564476,I
-0.459871,1.100361,-0.359479,1.221184,K
-0.160308,0.259209,-1.060023,0.521459,U
-1.018812,-0.295615,0.452285,-0.765484,K
-0.608365,0.954813,1.351701,-0.224660,M
-1.785636,0.560188,0.085576,1.798696,R
3.033191,-1.116150,1.323564,-1.692760,U
0.360127,-0.357855,0.855755,-0.293327,A
0.878161,0.101285,0.428680,-2.019030,V
1.044999,-1.090794,-0.398487,-2.181290,D
1.750702,0.370120,-1.017277,-0.254541,K
-1.244936,0.709001,-0.264207,1.975852,Q
0.874470,3.223889,-0.750054,0.826940,Y
-0.889090,0.539372,0.133347,-1.086321,E
-0.704368,-0.863751,0.509812,-0.087415,A
-0.854535,0.851730,-0.648028,-0.902112,T
0.594572,1.569200,0.404327,-0.746919,O
-0.324590,2.138692,-0.719265,1.102728,O
-0.059657,0.607947,-0.245643,-0.836657,N
1.084934,-1.027109,-0.448501,-0.800624,K
-2.151159,0.597876,-0.668541,-0.348879,A
0.713846,0.497121,0.771824,-0.459728,Q
-0.491466,-0.628640,-0.241860,-0.745407,H
-0.798874,-0.466870,-0.734759,0.398079,O
0.201517,1.092555,0.934692,0.111344,N
-0.975369,1.415907,1.245980,-0.384050,Z
1.369945,0.761781,-0.875736,-0.200934,D
-0.470696,-0.725285,-2.557417,0.058026,S
-0.805708,-0.311766,0.029281,-0.829439,T
0.056200,-0.474759,-0.758820,-1.029782,X
1.952682,-0.923939,-0.467461,0.340883,U
-0.688950,0.181536,-1.116227,-0.906617,R
0.725322,1.540828,0.042937,-2.998705,M
0.234534,-0.243929,-0.376686,0.395403,F
-0.665034,0.822581,-1.268497,0.388062,U
0.777888,-0.296613,1.197997,0.274955,M
0.501975,1.415822,-0.608632,-0.557882,F
-0.048922,0.655361,0.435030,0.304151,O
0.548255,0.428569,1.055038,-1.134762,X
-1.801861,0.920300,-1.318330,0.284808,W
0.677097,-1.626837,0.051027,1.945306,S
-0.975008,-0.085205,-0.188857,0.816248,P
0.013425,-2.145599,0.608263,0.218086,K
0.571834,-0.821880,-0.932667,0.461853,S
0.433491,-0.257647,-1.949194,0.384919,X
0.859867,-2.759079,-0.829769,1.208441,G
1.553275,-0.334272,-1.295370,-0.689563,I
0.074549,0.363382,-0.389913,-1.008553,A
-0.400167,-1.025844,-1.055640,-0.751231,I
-0.759915,-0.440909,1.194709,0.890650,N
-0.423974,1.430332,-0.388320,-0.008624,Z
0.309739,0.354925,-0.289649,0.262896,O
-0.366809,-0.788676,-0.756781,-1.112703,T
-0.782987,-1.112331,-0.211361,-0.509906,V
1.266393,-1.199913,2.283554,-0.197942,K
1.810546,0.688026,-0.449890,-0.385538,C
-0.101047,1.599325,1.672574,-0.639019,D
1.293271,-1.153018,0.191413,1.296860,Y
0.567601,-1.419581,1.728801,-0.746226,M
-1.459160,2.326429,-2.147513,-1.447420,H
-0.944055,0.393464,0.082130,-1.715758,I
0.073741,-1.757904,-1.765229,-0.209735,M
0.930261,0.861200,-0.645064,1.095135,K
0.385875,0.181651,0.858822,1.181041,C
-0.232569,-0.087279,-0.715046,-2.099948,D
-1.073374,-0.757330,0.048209,0.698647,U
-1.477212,-2.271700,1.300836,0.078621,E
0.543032,0.256214,0.750159,0.270409,K
2.141352,0.643555,0.281841,1.708871,T
-0.392127,1.193639,-1.734447,-0.588601,W
2.371033,-0.217685,0.206733,-1.091681,L
1.429805,1.038664,0.352180,1.567603,E
-1.243397,0.987153,-0.289147,-0.531530,N
-0.180753,-1.662370,-0.091816,-0.324803,N
-0.768479,-1.681024,-1.383295,-1.033988,T
-0.002849,-0.320685,-1.297163,-0.895824,I
-0.644011,0.134774,-0.425335,-1.314896,Y
0.779178,-0.563494,1.332968,0.499863,M
1.848256,0.042228,-1.572003,1.414347,P
0.233109,1.244225,-0.537178,0.842999,P
-0.480060,1.364583,1.163239,-1.615321,N
0.046879,-1.240776,1.959001,-1.916255,V
0.377996,-0.436856,0.598556,-0.414714,N
0.785534,-0.676568,0.388188,-0.275586,Y
-0.511548,-0.593700,0.973962,0.532452,J
-0.890869,0.188932,-0.135129,-0.126234,M
1.029889,0.250431,1.639924,1.097427,A
-0.737512,1.004301,-0.162320,-1.718653,B
0.461554,-0.154715,0.808353,-0.815272,X
-0.488996,0.764963,0.081607,0.734874,J
-0.807896,-0.862333,0.173283,1.405698,F
-0.032216,1.963032,-2.517373,0.331327,U
1.060183,0.807244,-1.038997,0.928330,V
-0.098300,0.518718,0.859581,-0.781909,A
-1.652452,0.265470,0.337968,1.717023,J
0.728257,-1.844555,0.036110,-1.315112,R
0.237448,1.542911,-0.804029,0.023679,D
-0.523638,-1.011899,0.576655,-0.463738,C
-0.608552,0.366944,-0.680114,0.390580,Y
0.605267,-1.500819,1.384091,0.136676,O
-0.767032,-1.183073,0.191346,0.266225,P
0.541201,-0.477520,0.673778,0.144854,Z
0.775675,1.742334,-0.425585,-0.382342,A
-0.241910,-2.437643,-1.005748,0.155179,W
-0.991201,0.133884,-1.026147,-0.078704,Z
0.474876,1.056951,0.358513,0.294930,U
1.554339,-2.093794,1.961601,0.164765,A
0.673547,1.173032,0.229716,0.355932,R
-1.272310,-0.753513,1.271291,0.846481,Z
0.329119,0.226658,-2.196186,1.220379,G
0.024295,-0.960849,0.992760,0.075149,N
1.262787,-1.001746,1.075651,0.881176,H
0.468751,-1.279225,-0.391529,1.763899,G
-1.622510,-1.340271,1.528912,-1.623964,T
-0.458171,-0.094403,-0.322047,-1.123823,I
1.079744,-0.599175,0.253430,1.474549,K
0.233795,-1.227487,1.241636,0.189653,R
1.413271,0.459205,-0.172231,-0.378362,J
1.796105,0.264679,1.195382,-1.006124,H
-1.459742,-1.146543,-1.020636,0.838507,U
0.150475,-0.745408,-0.205007,0.471715,E
0.297975,0.176409,1.138403,-1.002134,B
0.679425,0.139287,1.783239,0.949544,X
0.806548,1.450633,-0.450454,1.209793,A
-0.466797,-0.357369,-0.504421,-0.736106,D
0.532726,0.131167,0.660613,-0.715753,J
0.431359,-0.818109,0.263929,0.523889,Z
0.391359,-2.142952,1.121475,-0.053277,L
1.866460,-1.757827,-1.338541,-1.155924,L
-1.020034,-0.687425,-0.212953,-0.692693,I
0.566847,1.657159,0.077506,0.330502,A
1.327730,-0.588691,1.064281,-0.858298,Y
-0.934321,2.464714,-0.336258,-0.708058,K
-0.936765,-2.453370,-1.918943,0.778102,K
-1.197338,-0.063371,1.874016,-1.255475,C
0.790204,-1.397895,-0.640161,-0.222013,Q
0.130568,-1.676334,-0.311809,-0.540601,F
-0.762292,2.822679,-0.032741,-1.041600,Q
0.901822,-0.485283,-0.358500,-0.343043,O
-0.493803,0.672757,-1.989419,-0.103499,E
-0.195197,1.064288,2.011956,0.586598,R
0.844750,1.287270,2.394220,-0.095205,L
0.720042,-0.436938,-1.294396,1.452713,N
-1.157739,1.714829,-2.816634,-0.610440,U
0.553605,-0.795605,-0.002496,1.000511,X
-0.059619,0.883287,-0.339316,-1.873131,U
0.158365,1.161800,-0.745554,-1.277161,B
-1.018649,0.757394,0.661839,0.095333,K
-1.436176,0.741953,-0.151607,2.961344,N
-1.337777,-0.682234,-2.017241,1.127453,F
0.367682,-1.735706,-2.432305,0.953662,P
1.300695,0.758920,0.151794,0.804027,N
-0.121999,-0.669626,-1.232660,0.103174,Y
-0.213999,0.074453,-1.017565,-0.240193,T
-1.433604,-0.416962,1.392956,1.392680,Q
-0.164012,-0.572493,0.635240,-1.521828,M
0.851008,-1.020521,-0.452647,0.196719,G
1.348094,-1.158687,-0.255166,-0.274926,D
1.625660,1.195001,1.398123,0.895042,N
-0.786454,-1.177324,-0.828412,-0.238423,K
-0.585524,-1.026376,-1.487757,-1.662142,T
-0.821214,0.421364,-1.650033,-0.003528,W
0.235595,-0.723131,0.431527,-0.040121,H
0.955905,1.301305,0.137154,-0.470859,Z
1.885653,1.311587,1.330000,-1.462492,X
0.243486,-0.937666,0.156124,1.540999,A
-0.066566,0.240182,-0.469325,0.257838,D
-0.594324,-0.681290,-1.373132,0.810291,W
1.462665,-0.498239,-0.029520,-0.211975,X
0.058622,1.081782,0.296436,-0.310631,Z
-0.548741,0.082609,-0.031856,-0.755568,J
-1.286247,0.032260,-0.241108,0.252848,K
-1.332224,0.522763,0.684792,0.411578,Z
0.790497,0.557878,0.045093,0.892321,K
-2.061557,-1.295660,-0.790926,0.194482,X
1.400081,-0.980448,0.431651,-0.683427,G
0.111334,-0.241751,-1.221824,-1.253344,L
1.048852,-0.828491,-0.150281,-1.305563,Z
-0.527337,0.471810,-0.731223,1.478112,L
1.001913,-1.093988,-0.771206,0.062696,P
-2.191198,0.845610,-2.192386,0.152187,J
0.330052,0.665868,0.211274,-0.927650,A
-0.976354,-2.068791,1.086971,-0.683781,T
0.739496,-1.947914,-0.701594,-0.879433,U
0.138536,-1.023661,-1.487304,-1.835335,T
-1.812533,-2.118877,-0.391474,0.271785,T
-1.119623,0.636234,-0.099093,-0.746626,V
0.020616,-0.210314,-0.260007,-0.435920,A
0.067023,-0.306749,-1.511790,0.919678,E
0.111361,-1.038708,-0.832252,-2.100010,F
-0.332895,0.528671,1.943218,-2.959281,O
0.299172,-1.881487,0.920168,0.564362,E
0.489494,-0.227461,0.626259,-0.999742,M
0.399878,-0.269056,0.390150,-0.225907,Y
0.347092,-0.125778,-0.080385,-0.715716,L
0.634882,1.047073,-1.119685,-1.424938,E
-1.342592,1.124905,0.257783,-1.326506,T
0.394286,-0.709394,0.316632,1.660212,O
-0.835333,1.154586,0.742921,0.090997,W
-1.032246,-1.673219,0.251303,-0.226285,Z
0.021769,0.237058,-0.021187,-1.062739,S
0.699383,-0.290336,-1.162556,-0.400035,I
0.732928,0.512925,0.679740,0.931964,C
-1.139330,-0.227540,0.830793,-1.290288,A
2.142304,0.838931,-0.174497,0.682859,W
-0.758290,0.084376,0.252692,0.250956,A
-0.238445,1.592351,0.381027,0.660472,D
0.442754,-1.119971,0.190733,1.207762,V
0.918554,0.307062,-1.745932,1.438634,M
-0.693473,-0.586011,0.605534,1.348277,H
0.421475,-0.809216,-0.495712,1.000235,I
2.673590,0.524035,1.125718,0.909983,M
1.111148,1.648557,-0.269463,-0.454421,S
0.385179,1.485642,0.992261,-0.241658,G
1.147038,-0.919902,0.318877,-0.284463,L
0.526971,-0.761900,-0.650312,0.490773,P
-0.758189,-0.464137,0.159732,1.991525,V
1.743461,-0.007548,0.356075,1.290906,H
-0.109129,-0.032840,-0.152127,1.107314,T
0.246429,0.258203,-0.211593,-0.174308,L
-0.595069,0.621566,-0.639448,0.198746,W
0.166666,-2.325140,0.336172,0.893461,Y
1.159529,-1.651674,-1.373634,-1.127809,B
0.100041,0.303773,1.545450,1.837555,P
-0.811401,0.202569,-0.480491,-0.239354,E
-1.489266,-1.465435,0.148812,-0.234372,S
-0.040004,-0.441586,-0.112711,0.423218,M
0.535458,-0.390268,0.786723,-0.334077,Q
1.314087,1.427702,-0.836446,-0.444038,P
1.326478,-0.109799,0.851555,0.982000,V
0.275450,-1.608017,-0.460576,-0.226865,P
-0.458208,-0.458669,0.639507,-0.551696,K
-0.126953,0.799020,-0.364256,-0.589948,S
-0.799111,-1.241189,0.191761,0.303603,S
-0.154061,-0.702423,0.657892,-0.305953,Z
0.383025,-0.673677,-1.048708,0.904091,W
-0.348206,2.876935,-0.080950,-0.010607,X
-0.417476,-0.144345,1.878365,-0.392652,Z
1.386760,0.266213,0.595442,-0.783763,H
0.567593,-1.644372,-0.111761,-2.002594,N
-1.329372,1.291577,-0.638471,-0.557559,C
-0.313954,-0.764198,0.741697,0.882593,K
1.391802,0.029282,2.458419,0.328826,J
0.425122,-0.162770,-0.276423,-0.716414,D
1.250752,0.823344,-0.509742,-1.192651,C
-0.154641,-0.526326,-0.266022,0.510442,T
-0.303149,0.666308,0.681824,-0.334718,K
0.769395,-1.716778,1.160460,-1.285923,K
1.249803,-1.538211,0.234406,0.504266,Y
-1.015152,-0.465095,-0.002648,-2.039114,D
-0.668861,0.530862,0.522476,0.936352,I
-0.383160,-0.780791,0.087907,0.232787,X
0.645716,-1.030279,0.662818,-0.121608,I
0.582765,-0.014881,0.015694,-0.054847,I
0.127421,1.600686,-2.024338,-0.029649,K
1.232707,-0.863926,0.997498,-0.989328,L
-0.726035,1.033364,0.179282,-0.282849,J
0.942586,1.265808,1.121539,-1.488841,A
0.188725,-0.384498,-0.609888,0.983551,O
-0.334937,0.545551,-2.055966,0.454800,E
0.618267,1.406200,0.991310,0.512727,R
0.031482,1.369461,1.974900,-0.534983,Y
-0.615937,1.362800,0.348219,1.216620,H
0.152610,0.154224,0.185984,-0.693846,R
-0.159934,-0.447124,-0.602225,1.153402,Y
-0.710965,-1.907178,-0.479938,-2.095839,G
0.557282,-1.931178,0.422743,-1.319055,X
0.371909,-0.253111,1.521103,-0.072866,G
0.646401,-0.132380,-0.419716,-1.230720,Q
0.767943,1.375759,0.515302,0.924267,W
1.091896,0.105294,0.092443,0.182279,J
-1.126421,-0.035326,0.433192,0.107539,O
-0.056390,0.343013,-0.791683,0.207440,D
0.192385,0.014883,-0.144615,1.754232,F
0.701916,1.432778,-0.254145,-0.851668,X
1.503043,1.153611,0.907199,2.032456,P
-0.507056,0.883250,-0.242143,1.964595,S
-1.956315,0.325621,0.099228,0.742783,Z
0.057983,1.661319,0.428119,-1.778962,O
-0.107189,-0.985115,0.888366,-0.065715,S
0.923891,-1.159281,0.358849,-0.348998,T
-1.034154,-0.261777,0.913333,-0.928581,P
0.333535,0.376903,0.146857,0.999883,O
-0.953668,0.021298,-0.098389,1.156202,O
-0.935273,-0.881224,-1.087797,-0.837252,I
-1.439554,0.894246,-0.221909,-0.552163,C
0.465209,0.007530,1.849569,0.963076,S
-0.811536,-0.159352,1.379736,-0.663609,W
-1.584347,-1.353027,-0.265209,0.761507,L
-0.657498,-1.364878,0.229521,-1.105143,T
0.835746,0.805344,1.166870,-0.668062,Q
0.743118,-0.610773,-1.752421,-2.173166,F
-1.370668,-0.352796,-0.835491,0.299124,M
-0.126258,-0.806078,1.467213,-1.368121,C
-1.643697,0.083583,-0.959460,-0.216590,Z
1.038536,-0.760496,2.205523,-1.918568,Z
-0.258842,-1.192548,0.004261,0.893747,U
0.972719,0.281286,-0.449634,0.170685,P
-0.343563,-0.504992,-2.293247,0.655607,T
